"evrak","Kelime","frekans"
84,"arife günü",5
84,"alışkın",5
84,"balyos",6
84,"bertik",5
84,"açık hece",3
84,"afiş",5
84,"afiş",3
84,"afallamak",3
84,"acıçektirmek",4
84,"aynabakar",1
84,"bartık",2
84,"alanölçü",3
84,"araklayıcı",3
84,"abazan kalmak",2
84,"anıtlaşma",6
84,"aş ermek",6
84,"askıya çıkarmak",1
84,"adı sanı",5
84,"ayazlanmasınısağlamak",4
84,"altından kalkmak",6
84,"aptesbozan otu",4
84,"ahmaklaştırmak",1
84,"ahmaklaştırmak",7
84,"bereketsizlik",2
84,"beğdeş",1
84,"afiyet",4
84,"bakla kırı",5
84,"avukat",6
84,"açık toplum",3
84,"beş para etmez",6
84,"avane",6
84,"bayır aşağı",1
84,"asarıatika",6
84,"ahid",5
84,"bahailik",3
84,"aklen",3
84,"aksi halde",6
84,"astarlı zarf",5
84,"balıkçı gemisi",3
84,"abuk subukluk",6
84,"aklıevvel",7
84,"andantino",5
84,"ağı otu",6
84,"baş başa kalmak",2
84,"belli",1
84,"balıklama",7
85,"bergilik",3
85,"aşamalı",5
85,"bateri",1
85,"alyans",4
85,"ayrıç",6
85,"avcı uçağı",6
85,"beyaz ırk",3
85,"azma",6
85,"başlamak",1
85,"ağdalanmış",2
85,"basıcı",4
85,"batu",1
85,"batu",2
85,"aharlama",2
85,"benliğinden çıkmak",4
85,"akson",1
85,"alan talan olmak",1
85,"abıkan",4
85,"beli çökmek",6
85,"ahlaf",1
85,"ana kara",6
85,"aklan",3
85,"ağır kaçmak",5
85,"bedenli",2
85,"altlık",6
85,"atak yapmak",4
85,"basmakalıplaşmak",2
85,"alemdar",1
85,"ayrıksı ay",2
85,"bağlama",1
85,"badema",2
85,"ar damarı çatlamış",4
85,"altından kalkmak",5
85,"ay örümceği",3
85,"altlı üstlü",6
85,"benzetilmek",3
85,"araklamak",6
85,"benekleşmek",1
85,"aka",6
85,"astronomik rakam",1
85,"akla gelmedik",7
85,"amerika elması",4
85,"aval aval",7
85,"antropozoik",6
85,"badiye",3
85,"arşidüşes",5
85,"asit borik",1
85,"belirlenme",1
85,"ağızsız",5
85,"bendenin",7
85,"ağdalaşmak",7
85,"alaçık",5
85,"bazende",7
85,"banyo havlusu",4
85,"akıncı",7
85,"asit alkol",5
85,"altes",1
85,"arılaşmak",7
85,"ağladı ağlayacak",3
85,"alafrangacı",5
85,"azarlıyan",5
86,"aria",6
86,"barışlandırına",7
86,"bakışı",2
86,"akıl var",6
86,"ablaklık",3
86,"analı",4
86,"açıortay",7
86,"avcı uçağı",7
86,"becerili",1
86,"anlık",4
86,"balat",1
86,"ağzı teneke kaplı",1
86,"balarısı",7
86,"bertilme",3
86,"aytışan",1
86,"ağrısız",4
86,"bellek yitimi",2
86,"alivre",3
86,"açık yüreklilik",2
86,"atom çekirdeği",3
86,"ağırşaklanmak",7
86,"azametli",4
86,"berkitmek",7
86,"bagaj",7
86,"belgeler",7
86,"aşım",4
86,"ahlaksız",5
86,"abla",4
86,"aplikasyon",2
86,"ayarı bozuk",3
86,"arası soğumak",2
86,"benzeş",5
86,"aka",7
86,"baklava",7
86,"başından korkmak",7
86,"ailelik",1
86,"bediileşme",7
86,"bağımlı",3
86,"ayağa kalkmak",4
86,"afallaşma",1
86,"ayaktaşlık",6
86,"alet",5
86,"banyo havlusu",7
86,"akliye",6
86,"affolunmak",3
86,"afyonlamak",7
86,"bağlatmak",4
86,"adı batası",6
86,"bahtiyarlık",2
86,"artezyen kuyusu",1
86,"antlaşma",6
86,"ağır iş",3
86,"avutulma",5
86,"basın yasağı",1
86,"abı",6
87,"abin",1
87,"amerikanvari",5
87,"anlayışa",3
87,"asalağın",6
87,"acemice",6
87,"acemice",4
87,"alın yazısı",5
87,"ardışık sayılar",7
87,"aşkınlık",7
87,"anaforculuk",7
87,"açıkyüreklilik",1
87,"benibeşer",3
87,"aktivite",5
87,"ağaç parkı",4
87,"adonis",5
87,"aparkat",7
87,"aptallık",5
87,"arife günü",2
87,"adi defter",5
87,"başmabeyinci",3
87,"akdiken",6
87,"belagatsiz",2
87,"alabalık",5
87,"başa çıkmak",6
87,"ayıkulağı",6
87,"antropoit",5
87,"bağışçı",6
87,"aklına esmek",1
87,"adapte olmak",3
87,"alaz alaz",4
87,"alemdar",3
87,"alemdar",4
87,"badema",2
87,"anırmasınısağlamak",6
87,"balık tutmak",5
87,"beril",5
87,"banyo",5
87,"bereketsizlik",5
87,"belgegeçer",1
87,"bakla kırı",3
87,"beyin üçgeni",5
87,"açık mavi",2
87,"basgan",1
87,"asarıatika",7
87,"anlamadım",7
87,"aclan",1
87,"aramakla bulunmaz",1
87,"aramakla bulunmaz",3
87,"alımlı",7
87,"bernier çamurcunu",3
87,"askerlere",1
87,"alüminyum taşı",1
87,"beşeriyetçilik",4
87,"amirane",4
87,"açığını kapatmak",7
87,"akıcı ünsüz",2
87,"berbat olmak",7
87,"ağaçlıklı",1
87,"aldatılmaz",7
87,"arıç",6
87,"benzeyiş",5
87," darı çıktı",4
87,"baradan",4
88,"beslenme",3
88,"ablaklık",1
88,"bağcılık",4
88,"altıncı",3
88,"ayartan",7
88,"aşamalı",3
88,"aşkınlık",6
88,"alavandalı",5
88,"anlık",2
88,"baba adam",2
88,"anaforculuk",3
88,"beyazlaştırmak",4
88,"ağır canlı",5
88,"artagan",2
88,"benliğinden çıkmak",3
88,"ağlama",7
88,"asıl sayılar",5
88,"bedihi",4
88,"aile saadeti",3
88,"alafranga müzik",6
88,"asıntı",5
88,"antisemit",1
88,"amaçlanma",4
88,"amaçlanma",3
88,"baydan",1
88,"betonkarar",3
88,"bekinme",2
88,"ayıkulağı",7
88,"açık kabuk",4
88,"bağlayıcı ünlü",5
88,"ateşlenmek",1
88,"başşehir",2
88,"ballık",5
88,"alıştırmak",6
88,"barcı",3
88,"adli makam",1
88,"bendeniz",2
88,"ailecek",5
88,"belenme",1
88,"asi",6
88,"berber dükkanı",6
88,"beşik kertiği",6
88,"başlatılmak",2
88,"abdala malum olur",2
88,"bergamot",3
88,"ağrıkesen",1
88,"asıl nüsha",7
88,"bela çıkarmak",3
88,"açlıktan nefesi kokmak",1
88,"akan",1
88,"ayrı cinsten",6
88,"bağlantı ünsüzü",1
88,"ayrışıklık",4
88,"ağırlanma",4
88,"barmenlik",7
88,"arada kaynamak",4
88,"beklenmek",6
88,"antibiyotik tedavisi",6
88,"bağışlamak",7
88,"accelerando",7
88,"balad",1
88,"anket yapmak",7
88,"araya soğukluk girmek",7
88,"benden de al o kadar",5
88," darı çıktı",1
88,"bacağın",2
88,"baş başa kalmak",5
88,"aklı karışmak",6
88,"açgöz",4
89,"alçalmaya",2
89,"açıkgözlükle",3
89,"ayakaltına almak",7
89,"asap",1
89,"başlarken",1
89,"başlarken",7
89,"ağılaşma",1
89,"açıortay",3
89,"aşamalı",4
89,"beste bağlamak",1
89,"ağzı teneke kaplı",4
89,"aet",3
89,"alamerikan",6
89,"asal sayı",1
89,"akseptans",7
89,"analitik kimya",2
89,"baksı",7
89,"bedel",2
89,"acarkan",5
89,"bakışlarını ayıramamak",5
89,"ayartma",5
89,"balkarca",2
89,"abazan kalmak",5
89,"ada gibi gemi",2
89,"anormallik",3
89,"apreli",7
89,"aşamcak",5
89,"akşam yeli",1
89,"aşkıncılık",1
89,"almancı",5
89,"bardan bardan",6
89,"azra",2
89,"betül",2
89,"akşit",2
89,"ailecek",5
89,"altın kesmek",6
89,"başagut",3
89,"ampirik",1
89,"açık işletme",3
89,"begen",4
89,"ağdacı",5
89,"barkan",2
89,"atmaca",2
89,"benzinli",1
89,"afallaşma",5
89,"acımıh",1
89,"bağlantı ünsüzü",3
89,"açık şehir",7
89,"anonim şirket",3
89,"apteriks",1
89,"bebekçe",3
89,"ahçıbaşı",1
89,"açıkartırma",4
89,"bağlatmak",4
89,"ağzından",6
89,"basınçölçer",3
89,"addan türeme fiil",3
89,"balık eti",4
89,"bellenti",4
89,"benden de al o kadar",1
89,"ağaçlıklı",1
89,"altmış",7
89,"ağır iş",6
90,"aria",7
90,"alımsız",5
90,"bas bariton",5
90,"afi",4
90,"arsun",5
90,"arsun",1
90,"açıkgözlükle",7
90,"anlayışlılığın",3
90,"aklama belgesi",1
90,"acıyarak",2
90,"bateri",7
90,"beyaz ırk",1
90,"ayaz paşa kol geziyor",1
90,"aklını takmak",1
90,"bayrakçı",2
90,"başmakçılık",5
90,"ağlama",1
90,"arkuz",3
90,"beyefendi",4
90,"avrupalı",5
90,"ana kara",4
90,"bela kesilmek",2
90,"akbaş",6
90,"acıçektirmek",7
90,"adliyeci",4
90,"ağırşaklanmak",7
90,"adapte olmak",2
90,"andız",4
90,"avareleşmek",2
90,"aptesbozan otu",1
90,"açıklayan",3
90,"baba hindi",2
90,"alavereci",1
90,"berber dükkanı",4
90,"açıktan",5
90,"acayip karşılamak",2
90,"asesbaşı",7
90,"baskıcılık",7
90,"berkin",2
90,"balyoz gibi",5
90,"baştınki",3
90,"acımıh",2
90,"aralamak",1
90,"benzetlemeli",5
90,"banar",1
90,"acıya",3
90,"ağaç delen",1
90,"adlandırılma",4
90,"aç açık kalmak",3
90,"baş üstüne",3
90,"basiret",1
90,"besteci",6
90,"anket yapmak",7
90,"alıp vereceği olmamak",6
90,"bahtı açık",6
90,"baş biti",6
90,"altın kaplama",3
90,"berk",1
90,"aşılanma",6
90,"ağrılı",6
90,"aslansütü",1
91,"aşağılatmak",2
91,"ağza koyacak bir şey",2
91,"ağza koyacak bir şey",5
91,"alyans",2
91,"atkılı",6
91,"basuç",3
91,"belirginleştirme",2
91,"baba adam",4
91,"ata et",7
91,"azma",6
91,"analitik kimya",3
91,"aşkenazca",6
91,"aparkat",3
91,"astrolog",2
91,"bedel",3
91,"belediye teşkilatı",3
91,"beli bükülmek",6
91,"adi defter",3
91,"ankara keçisi",1
91,"baş vermek",5
91,"abışka",2
91,"beduh",6
91,"ağır kaçmak",4
91,"aralıklı",4
91,"abartış",3
91,"abla",3
91,"abakıymış",4
91,"aşırı besi",2
91,"aferin almak",6
91,"alavereci",4
91,"ahmaklaştırmak",7
91,"belenme",5
91,"berber dükkanı",6
91,"ağzına sakız olmak",7
91,"benimseyiş",7
91,"abdala malum olur",4
91,"benzi uçmak",3
91,"amerika elması",6
91,"adileşme",5
91,"bergi",4
91,"bece­rikli",5
91,"alçılanmak",6
91,"beyni",4
91,"apseleşmek",2
91,"bardakeriği",3
91,"adıduyulmak",3
91,"ayarlı",4
91,"asıda olmak",5
91,"anonim şirket",3
91,"acembuselik",2
91,"asit alkol",5
91,"bağışlanma",1
91,"anket yapmak",2
91,"altes",1
91,"acılaşmak",4
91,"abazan",4
91,"arazi topoğrafı",2
91,"baklalık",7
92,"bas bariton",6
92,"anlaşmaya",7
92,"arkalıç",3
92,"betonlaşma",4
92,"betonlaşma",3
92,"ablaklık",2
92,"avcı uçağı",3
92,"beğenilmesini",7
92,"beğenilmesini",4
92,"beyaz ırk",5
92,"alay etmek",2
92,"alay etmek",6
92,"atlama taşı yapmak",4
92,"başlamak",5
92,"antropojen",1
92,"aktivite",3
92,"artagan",5
92,"adını taşımak",1
92,"androsefal",2
92,"asıl sayılar",6
92,"araşit",7
92,"avare olmak",6
92,"bayağılaştırma",5
92,"ağır kaçmak",2
92,"anlayıp dinlemek",5
92,"afallamak",4
92,"başsız",1
92,"aktan kara kalktı mı",4
92,"balık yumurtası",3
92,"aklına esmek",3
92,"aş ermek",5
92,"avundurmak",1
92,"adcı",4
92,"amebosit",2
92,"arzulama",7
92,"atletik",1
92,"barcı",5
92,"bereketsizlik",2
92,"arkada kalmak",1
92,"asdam",3
92,"abula etmek",3
92,"aday",2
92,"ahid",7
92,"açık bono",4
92,"bernier çamurcunu",6
92,"berkliğ",3
92,"alçak kavuşum",2
92,"bağımlaşmak",4
92,"başöğretmenlik",4
92,"arkadaşça",5
92,"ağırlanma",2
92,"basit kelime",2
92,"bağırış çağırış",3
92,"acarlık",4
92,"arada kaynamak",4
92,"akkan",6
92,"ağrıtmak",7
92,"batmaz",6
92,"alafrangacı",3
92,"aküpunktür",2
92,"akaç",6
93,"al gülüm ver gülüm",5
93,"akbala",1
93,"ağılaşma",1
93,"astarlı",6
93,"aşır",5
93,"bahanesiz",3
93,"ağaç parkı",5
93,"ağaç parkı",2
93,"beğenme",3
93,"ağıtlama",5
93,"ağıtlama",7
93,"acze düşmek",6
93,"aktan",3
93,"anıklaşmak",1
93,"ağırlık basmak",6
93,"başyargıcı",4
93,"apar topar",7
93,"betonkarar",5
93,"algılamak",3
93,"afallamak",1
93,"acıçektirmek",1
93,"alkır",1
93,"bastığı yeri bilmemek",2
93,"beldeitayyibe",1
93,"algur",3
93,"anons etmek",3
93,"alçak gönüllü",4
93,"ballık",7
93,"beril",4
93,"benzetilmek",3
93,"aplikasyon",3
93,"akşit",2
93,"başlatılmak",6
93,"adı verilmek",5
93,"benzi uçmak",7
93,"atalık",5
93,"begen",6
93,"badeli",6
93,"ay evi",5
93,"baskıcılık",3
93,"akan",6
93,"bağlantı ünsüzü",3
93,"bazende",2
93,"aksırtmak",5
93,"alnını karışlamak",6
93,"bağları",6
93,"bestecinin",6
93,"baklavacı",1
93,"beklenmek",4
93,"adaklanmak",5
93,"ağaççılık",4
93,"bahaneli",7
93,"ayrışık",1
93,"bellemek",7
93,"arıç",6
93,"baklamsı meyve",2
94,"arsun",2
94,"ayakaltına almak",2
94,"anaçlık",6
94,"adak",5
94,"ampul",2
94,"başlarken",3
94,"altıncı",4
94,"ağır işitmek",5
94,"acıyarak",3
94,"bereketli",2
94,"ayaz paşa kol geziyor",3
94,"alt alta üst üste",4
94,"alkaş",7
94,"analitik kimya",7
94,"batu",6
94,"adamsendeci",6
94,"ağıtlama",7
94,"başına",2
94,"benliğinden çıkmak",3
94,"asteğmenlik",6
94,"afşın",7
94,"beli çökmek",4
94,"arayış",6
94,"ak kan yangısı",5
94,"arkabahçe",1
94,"aile saadeti",7
94,"bağatur",1
94,"ati",3
94,"bayram alayı",5
94,"bertik",6
94,"ayartma",6
94,"avlamak",6
94,"avlamak",4
94,"aforozlu",5
94,"antetsiz",1
94,"ahdi",7
94,"ara sokak",1
94,"ağaçkesen",6
94,"basmakalıplaşmak",6
94,"aşağıdakiler",4
94,"avans",7
94,"aması maması yok",1
94,"bengisu",5
94,"ayarı bozuk",5
94,"asi",3
94,"berber dükkanı",2
94,"aman dilemek",5
94,"acimik",5
94,"balık sütü",4
94,"aksırış",3
94,"antropozoik",5
94,"aritmik",4
94,"ağrıtma",6
94,"at sineği",1
94,"anayasa",7
94,"başında olmak",7
94,"anlamadım",3
94,"badeli",5
94,"ağdacı",5
94,"ağdacı",7
94,"ay evi",4
94,"absorbe",3
94,"başınıalıp gitmek",2
94,"başbuğ",3
94,"aklen",1
94,"berkliğ",1
94,"beynamaz",6
94,"ağa",1
94,"açlıktan nefesi kokmak",2
94,"beşeriyetçilik",1
94,"astarlı zarf",1
94,"ağaç delen",6
94,"açığını kapatmak",7
94,"alıcı kılığına girmek",1
94,"ataman",1
94,"balad",2
94,"benimsenme",7
94,"adı batası",4
94,"bağışlanma",7
94,"berbat olmak",2
94,"altın beşik",4
94,"beyaz",3
94,"bankomat",5
94,"arkasından sürüklemek",2
94,"ağır ol",1
95,"benzi kül gibi olmak",5
95,"barizleşme",3
95,"akbala",5
95,"afiyet olsun",5
95,"asalağın",6
95,"alın yazısı",7
95,"bereketli",7
95,"belgin",1
95,"aradan",2
95,"balat",4
95,"akçalamak",6
95,"aç acına",3
95,"bandırmak",2
95,"alkaş",1
95,"al kan",2
95,"belirtme sıfatı",2
95,"avrupalı",6
95,"avlamak",4
95,"bela kesilmek",4
95,"açık kabuk",3
95,"behlül",3
95,"ana yol",7
95,"atom çekirdeği",7
95,"asyalılık",3
95,"aralıklı",6
95,"açıklaştırmak",6
95,"bellisiz",1
95,"alkışlamak",7
95,"banyo",1
95,"banyo",6
95,"beslenmesini",4
95,"abula etmek",1
95,"astronomik rakam",4
95,"balık sütü",5
95,"balık sütü",5
95,"azoik",6
95,"beyin üçgeni",3
95,"asıl nüsha",1
95,"başından korkmak",3
95,"başından korkmak",5
95,"badiye",3
95,"balon",5
95,"ateş püskürmek",4
95,"aramakla bulunmaz",6
95,"besbelli",7
95,"bernier çamurcunu",1
95,"başınıalıp gitmek",5
95,"bardakeriği",2
95,"amalık",7
95,"barut kokusu gelmek",3
95,"barut kokusu gelmek",6
95,"bağrına basmak",3
95,"ağır çekmek",4
95,"baygınlık",4
95,"amirane",1
95,"arkadaşça",6
95,"banar",7
95,"bakır sülfat",3
95,"aklıevvel",1
95,"bağışlanma",4
95,"altmış",5
96,"ayağına bağ vurmak",5
96,"açmacı",3
96,"bergilik",6
96,"ağılaşma",1
96,"beğenilmesini",1
96,"belgeçerlemek",5
96,"acıyı",3
96,"alay etmek",4
96,"adonis",4
96,"aharlama",7
96,"aygın baygın",1
96,"avro",4
96,"bağrına taş basmak",7
96,"alan talan olmak",7
96,"argaçlamak",4
96,"arpalık",5
96,"barok",1
96,"akdiken",2
96,"balyos",2
96,"artırım",1
96,"baş sallamak",6
96,"aromatik",2
96,"azot",6
96,"açık kabuk",7
96,"babasının oğlu",7
96,"badema",5
96,"anırmasınısağlamak",2
96,"azaltmalar",3
96,"aşıvurmak",2
96,"ağzının tadını bilmek",3
96,"barbakan",1
96,"beğdeş",5
96,"aşıcılık",5
96,"alçıcı",4
96,"aş damı",7
96,"benzi uçmak",1
96,"belitlenebilirlik",4
96,"avukat",5
96,"adçekimi",7
96,"beş paralık olmak",2
96,"bertaraf",5
96,"badem gibi",2
96,"basgan",7
96,"alayiş",1
96,"anayasa",5
96,"başında olmak",1
96,"badeli",1
96,"astarlanma",4
96,"besbelli",1
96,"akımtoplar",2
96,"ahmet",5
96,"aleyhinde olmak",1
96,"açık çek",3
96,"arkadaşça",2
96,"anglosakson",6
96,"alt yapı",6
96,"aç karnına",7
96,"aitlik",6
96,"bebekçe",3
96,"aç açık kalmak",4
96,"abıç",3
96,"basınçölçüm",3
96,"ambalajcılık",4
96,"azmanlaşma",4
96,"ağladı ağlayacak",5
96,"aşğılık",2
96,"ağabeylik",3
97,"aria",1
97,"aşağılatmak",4
97,"antrenman yapmak",1
97,"arkalamak",1
97,"asap",3
97,"açıortay",1
97,"ayağını denk almak",7
97,"adacılık",7
97,"akıl durdurmak",4
97,"beğenilmesini",5
97,"aradan",7
97,"anlık",3
97,"acıyı",7
97,"belirginleştirme",7
97,"bademli",7
97,"aş erme",6
97,"alkaş",2
97,"beyazlaştırmak",5
97,"açık liman",5
97,"bertilme",3
97,"bedavadan ucuz",1
97,"basar",7
97,"bambaşka",2
97,"başmakçılık",4
97,"bela kesilmek",7
97,"bela kesilmek",2
97,"anlayıp dinlemek",2
97,"ağırşaklanmak",6
97,"bekleme",4
97,"ateşlenmek",7
97,"ateşlenmek",1
97,"alfaterapi",4
97,"anons etmek",4
97,"banyo",7
97,"belenme",2
97,"arsızlık etmek",3
97,"asdam",6
97,"abula etmek",4
97,"baş başa",7
97,"baş başa",5
97,"başından korkmak",7
97,"aşikar etmek",3
97,"ayrılamaz",7
97,"bağdaşıklaştırmak",3
97,"bahis konusu",7
97,"bahis konusu",4
97,"alımlı",1
97,"benzinli",6
97,"ağa",2
97,"barograf",4
97,"başöğretmenlik",7
97,"adamsız",6
97,"akıncı",7
97,"akliye",6
97,"arslança",4
97,"barbut",1
97,"adsorpsiyon",7
97,"adaklanmak",6
97,"bazen",5
97,"beselemek",5
97,"aysberg",4
97,"batmaz",5
97,"aleyhinde konuşmak",2
98,"amfibi harekat",5
98,"basmaca",4
98,"alın yazısı",1
98,"betik",4
98,"akıl durdurmak",5
98,"antiasit",2
98,"balgam",7
98,"analitik kimya",2
98,"aze",3
98,"benliğinden çıkmak",5
98,"afşın",1
98,"bambaşka",3
98,"ankara keçisi",3
98,"bağıtlı",7
98,"alabalık",3
98,"ağırşaklanmak",7
98,"bagaj",2
98,"asudelik",6
98,"başlangıç",1
98,"beril",2
98,"baba hindi",5
98,"behime",3
98,"behime",5
98,"ağzının tadını bilmek",2
98,"arkada kalmak",2
98,"asalakbilim",5
98,"asalakbilim",2
98,"astronomik rakam",5
98,"askeri inzibat",2
98,"avukat",1
98,"asesbaşı",6
98,"adıvar",5
98,"bencillik",3
98,"atmaca",5
98,"bakır sülfat",2
98,"barbut",1
98,"bahtiyarlık",5
98,"allamak",5
98,"ayrışık",6
98,"bağlaç",2
98,"aleyhinde konuşmak",4
99,"balgümeci",4
99,"bağlı kalmak",1
99,"altun",2
99,"anıştırmak",1
99,"beyin kanaması",4
99,"altlama",2
99,"alt alta üst üste",6
99,"antropojen",7
99,"alamerikan",6
99,"analitik kimya",5
99,"analitik kimya",7
99,"aklınla bin yaşa",6
99,"belgilemek",4
99,"başına",2
99,"bal",6
99,"alfons",4
99,"apenin dağları",6
99,"alık alık",6
99,"betonkarar",3
99,"bellek yitimi",4
99,"alivre",5
99,"aşağılı yukarılı",7
99,"ağaçkesen",1
99,"altlık",4
99,"alanölçü",3
99,"besmelesiz",7
99,"başuzman",3
99,"adalete teslim etmek",3
99,"aralıklı",1
99,"aşkıncılık",6
99,"almancı",7
99,"azra",3
99,"alternatör",5
99,"başagut",6
99,"beş para etmez",2
99,"aritmik",3
99,"bançolaşma",6
99,"bayraktarlığını yapmak",7
99,"altın bilezik",7
99,"ağızsız",4
99,"bedelli",7
99,"ağrık",6
99,"akkarıncalar",1
99,"akkarıncalar",2
99,"apteriks",4
99,"akis uyandırmak",7
99,"accelerando",4
99,"basınçölçüm",2
99,"barbut",7
99,"aybaşı olmak",4
99,"aşk yapmak",1
99,"babana rahmet",4
99,"andantino",7
99,"ayağa düşmek",7
99," darı çıktı",4
99,"bankomat",7
99,"bakındı",2
99,"başlanılmak",2
100,"ağır işitmek",4
100,"alyans",7
100,"alyans",4
100,"araştırma görevlisi",2
100,"abdestini vermek",3
100,"balgam",6
100,"aç acına",4
100,"atlama taşı yapmak",7
100,"antropojen",5
100,"abdestan",4
100,"antimadde",1
100,"avrupa arı kuşu",4
100,"başgöz etmek",7
100,"benzincilik",5
100,"barutçuluk",4
100,"bahsı",4
100,"antetsiz",3
100,"bela kesilmek",4
100,"bağlayıcı ünlü",7
100,"atak yapmak",4
100,"adli",1
100,"açıklıkla",5
100,"beldeitayyibe",2
100,"bellembeç",1
100,"astırma",5
100,"anlamdaş",1
100,"ağış",2
100,"arzulama",2
100,"banyo",1
100,"ağzına sakız olmak",4
100,"ağzına sakız olmak",4
100,"arsızlık etmek",7
100,"benekleşmek",5
100,"bakıcılık",5
100,"bakla kırı",3
100,"adçekimi",1
100,"bağdaşıklaştırmak",4
100,"ayakları dolaşmak",4
100,"badeli",7
100,"azuk",5
100,"aklına koymak",4
100,"bernier çamurcunu",2
100,"askerlere",6
100,"akımtoplar",2
100,"aklen",7
100,"alt yapı",4
100,"banyo havlusu",4
100,"anonim şirket",3
100,"acıtmak",6
100,"barmenlik",6
100,"alternat",3
100,"arada kaynamak",2
100,"analık",7
100,"adaklı",3
100,"arılaşmak",5
100,"ahibba",3
100,"baklalık",2
100,"adaklamak",5
100,"azarlıyan",1
100,"aksaklık",7
